     1 , 4194892.00
     2 , 4201617.50
     3 , 4122358.75
     4 , 3845154.50
     5 , 4010202.50
     6 , 3987888.75
     7 , 3681199.75
     8 , 3709923.50
     9 , 3567268.50
    10 , 3402723.25
    11 , 3279146.50
    12 , 3068833.00
    13 , 3054303.50
    14 , 2813355.00
    15 , 2681854.00
    16 , 2307830.00
    17 , 2171578.25
    18 , 1917231.62
    19 , 1731322.38
    20 , 1572953.50
    21 , 1226931.25
    22 ,  949029.12
    23 ,  698350.88
    24 ,  348729.88
    25 ,  389304.94
    26 ,   57259.48
    27 , -208225.92
    28 , -327540.84
    29 , -680522.62
    30 , -1041965.12
    31 , -1185893.88
    32 , -1485387.00
    33 , -1752418.50
    34 , -1844817.25
    35 , -2148684.00
    36 , -2196440.00
    37 , -2392098.00
    38 , -2715161.00
    39 , -2873360.50
    40 , -2986386.25
    41 , -3196437.00
    42 , -3330469.75
    43 , -3416497.75
    44 , -3529464.00
    45 , -3728099.50
    46 , -3769060.00
    47 , -3914470.00
    48 , -3883368.00
    49 , -3981392.00
    50 , -3974090.50
    51 , -4182012.50
    52 , -4119142.00
    53 , -4063018.75
    54 , -4094032.50
    55 , -4074763.50
    56 , -4022210.50
    57 , -4136836.50
    58 , -3732027.50
    59 , -3738309.75
    60 , -3704444.00
    61 , -3730557.50
    62 , -3563927.50
    63 , -3512136.25
    64 , -3222231.25
    65 , -3272739.50
    66 , -2925699.25
    67 , -2695174.00
    68 , -2516588.50
    69 , -2175610.50
    70 , -2052354.38
    71 , -1729074.12
    72 , -1605947.00
    73 , -1373160.50
    74 , -1298140.00
    75 , -946346.50
    76 , -668556.38
    77 , -453557.25
    78 , -173283.56
    79 ,  169392.02
    80 ,  294789.75
    81 ,  516882.12
    82 ,  834277.00
    83 , 1176421.00
    84 , 1306703.50
    85 , 1537979.25
    86 , 1776671.75
    87 , 2143270.25
    88 , 2199463.50
    89 , 2381818.50
    90 , 2836318.75
    91 , 2696142.00
    92 , 2845957.50
    93 , 3181836.00
    94 , 3265329.00
    95 , 3547503.00
    96 , 3518580.50
    97 , 3595383.50
    98 , 3789025.75
    99 , 3982332.00
   100 , 3790400.25
   101 , 3977594.00
   102 , 4149093.00
   103 , 4200809.00
   104 , 4175175.25
   105 , 4173339.50
   106 , 4242693.00
   107 , 4146585.00
   108 , 4122000.00
   109 , 4124637.50
   110 , 3951172.50
   111 , 3751446.50
   112 , 3633162.25
   113 , 3823888.00
   114 , 3531608.50
   115 , 3581538.75
   116 , 3407372.50
   117 , 3080508.00
   118 , 2970323.00
   119 , 2678513.00
   120 , 2567156.00
   121 , 2442911.50
   122 , 2392810.75
   123 , 1943183.75
   124 , 1740191.50
   125 , 1600133.75
   126 , 1326687.00
   127 , 1214366.88
   128 ,  770264.00
   129 ,  516096.97
   130 ,  369177.25
   131 ,  208157.70
   132 , -329425.25
   133 , -239663.52
   134 , -707829.50
   135 , -1037393.81
   136 , -1236594.50
   137 , -1401375.00
   138 , -1655888.50
   139 , -1880874.25
   140 , -2068509.88
   141 , -2277657.75
   142 , -2594375.50
   143 , -2708190.00
   144 , -2963581.00
   145 , -3020325.25
   146 , -3060637.50
   147 , -3471164.75
   148 , -3570053.00
   149 , -3548322.75
   150 , -3703222.50
   151 , -3832112.00
   152 , -3891239.00
   153 , -4152399.50
   154 , -4124392.00
   155 , -4239341.00
   156 , -4235540.00
   157 , -4213334.00
   158 , -3985730.75
   159 , -4108413.00
   160 , -4216431.00
   161 , -4000570.00
   162 , -3995960.25
   163 , -3819302.50
   164 , -3983297.00
   165 , -3694150.50
   166 , -3764224.50
   167 , -3467382.75
   168 , -3290085.00
   169 , -3241440.25
   170 , -3055905.00
   171 , -3025639.25
   172 , -2522493.25
   173 , -2495782.50
   174 , -2151359.00
   175 , -2156740.50
   176 , -1988539.62
   177 , -1656713.00
   178 , -1399586.75
   179 , -1029489.38
   180 , -1037133.75
   181 , -688653.00
   182 , -343414.44
   183 , -171933.66
   184 ,   62931.86
   185 ,  322890.00
   186 ,  638840.38
   187 ,  557394.69
   188 , 1127479.75
   189 , 1365830.38
   190 , 1505020.12
   191 , 1707784.12
   192 , 1895156.00
   193 , 2220774.50
   194 , 2334807.00
   195 , 2731768.25
   196 , 2758700.75
   197 , 2907747.75
   198 , 3199130.50
   199 , 3261886.25
   200 , 3552393.75
   201 , 3553006.75
   202 , 3608614.00
   203 , 3837087.75
   204 , 3892544.50
   205 , 3906245.00
   206 , 4125816.50
   207 , 4051883.50
   208 , 4138253.00
   209 , 4094582.75
   210 , 4010077.25
   211 , 4252119.00
   212 , 4173964.50
   213 , 4131778.25
   214 , 4188706.50
   215 , 3888858.75
   216 , 4048341.25
   217 , 3723037.00
   218 , 3795107.50
   219 , 3714263.00
   220 , 3327137.00
   221 , 3163805.00
   222 , 3244054.50
   223 , 2918362.00
   224 , 2779204.50
   225 , 2582990.50
   226 , 2407127.00
   227 , 2076513.25
   228 , 2022493.75
   229 , 1746499.25
   230 , 1478803.50
   231 , 1381748.50
   232 , 1157012.00
   233 ,  788352.12
   234 ,  796906.38
   235 ,  339780.56
   236 ,  -29204.46
   237 , -249738.45
   238 , -394030.12
   239 , -595430.56
   240 , -838990.00
   241 , -1114012.50
   242 , -1435384.00
   243 , -1649546.50
   244 , -1800809.00
   245 , -2091668.88
   246 , -2147176.00
   247 , -2468106.00
   248 , -2735806.00
   249 , -2849747.25
   250 , -3094648.25
   251 , -3188430.25
   252 , -3456291.00
   253 , -3458362.75
   254 , -3606443.50
   255 , -3543770.00
